WBIC,waterbody,landingName,landingType,rampType,closestIntersection,adaAccess,launchLanes,launchFee,launchEndDepth,rampSlope,carStallNumber,carTrailerStallNumber,boardingDock,restroomType,fishCleanStation,potableWater,marinePumpout,utlityCompany,utilityType,light,comments,ownershipSite,ownershipName,ownershipMgrPhone,authorityLevel,authorityName,authorityMgrPhone,lat,long,county,municipality,townNumber,rangeNumber,rangeDirection,sectionNo,lastUpdate,
1623700,South Twin Lake,South Twin Lake Access,CARRY-IN,Gravel,Dam Lane,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,This carry-in site is owned and operated by Wisconsin Valley Improvement. Gravel to lake bottom launch.,OTHER,Wisconsin Valley Improvement,715-848-2976,OTHER,Wisconsin Valley Improvement,715-848-2976,46.02255094,-89.16961068,Vilas,TOWN OF PHELPS,41,11,E,19,3/27/2017,
1881900,Sparkling Lake,Sparkling Lake,RAMP,Concrete,Off of Hwy 51,No,1,No,3ft.,12,10-Jun,10-Jun,Yes,None,No,No,No,No,NONE,No,"The launch is ADA accessible to the top of the ramp (2014). From the top of the ramp, to the floating boarding dock, the slope exceeds the maximum allowable for ADA accessibility purposes.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.00563896,-89.69555689,Vilas,TOWN OF ARBOR VITAE,41,6,E,25,3/23/2017,
1881900,Sparkling Lake,Sparkling Lake  Carry-in Access,CARRY-IN,Unimproved,Hwy 51,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Carry-in site is located on a Department of Transportation, Hwy 51 right of way. Steep, gravel, entrance/exit off of Hwy 51.",STATE(DOT),Rhinelander Office,715-365-3490,STATE(DNR),NHAL Rec. Team Leader,715-385-3355 Ext. 119,46.01471834,-89.69726745,Vilas,TOWN OF ARBOR VITAE,41,6,E,24,3/23/2017,
717400,Spectacle Lake,Spectacle Lake Ramp,RAMP,Concrete Panels,Spectacle Lake Lane,No,1,Yes,Gr3,5,10-Jun,10-Jun,No,None,No,No,No,No,NONE,No,"Located off of Spectacle Lake Lane, off of Kentuck Lake Road. Slow no wake 5:00 pm - 10:00 am. Launch fee required.",FEDERAL,US Forest Service,715-479-2827,FEDERAL,US Forest Service,715-479-2827,46.01087176,-89.01221587,Vilas,TOWN OF PHELPS,41,12,E,28,3/28/2017,
2340100,Spruce Lake,Spruce Lake Access,CARRY-IN,Gravel,Nebish Lake Road,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"a series of steps, with a canoe slide, leads to the launch. Fishing by special permit only. Permits are issued free at the checking station on Escanaba Lake. Permits are good for one day only and must be returned at the end of fishing. All fish caught mu",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.05439471,-89.56715224,Vilas,TOWN OF PLUM LAKE,41,7,E,12,2/2/2017,
1593100,Star Lake,East Star Lake Campground,RAMP,Concrete Plank,Off of Hwy N,No,1,No,3ft.,7,10-Jun,5-Jan,Yes,Vault,No,Yes,No,No,NONE,No,"State Park & Forest vehicle admission sticker required. Blacktop to concrete planks to lake bottom launch. The route of travel, to the permanent boarding dock, is not ADA accessible (April/2016). No power loading.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.02531659,-89.46675497,Vilas,TOWN OF PLUM LAKE,41,8,E,23,3/24/2017,
1593100,Star Lake,West Star Lake Campground,RAMP,Gravel,State House Road,No,1,No,Lt3,10,0,0,Yes,Vault,No,No,No,No,NONE,No,"Potable water, and additional vault toilets, are located in the connected, family campground. The launch is for registered campers, of West Star Campground, only. State Park & Forest vehicle admission sticker required. The transition, to the boarding doc",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.0319818,-89.47502615,Vilas,TOWN OF PLUM LAKE,41,8,E,15,3/24/2017,
1019800,Starrett Lake,Starrett Lake Ramp,RAMP,Gravel,Starrett Lake Road,No,1,No,Lt3,8,5-Jan,5-Jan,Yes,None,No,Yes,No,No,NONE,No,"A State Parks & Forests vehicle admission sticker is required. A loop road accesses the launch site prior to the campground entrances. The slope, and route of travel, to the boarding area, and portable boarding dock, is not ADA accessible. Electric motor",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.02477138,-89.57524711,Vilas,TOWN OF PLUM LAKE,41,7,E,24,3/24/2017,
1594000,Stella Lake,Stella Lake Access,RAMP,Gravel,Four Corners Lane,No,1,No,Lt3,8,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"One lane entrance/exit road off of Four Corners Lane. There is a turnout, for backing in, at the launch site. Rough, uneven approach and launch (April 28, 2016). Limited parking.",COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,STATE(DNR),Property Manager,(715) 385-3372,45.97477446,-89.45911892,Vilas,TOWN OF SAINT GERMAIN,40,8,E,2,5/27/2016,
1020300,Stormy Lake,Stormy Lake Access,RAMP,Concrete Plank,Stormy Point Road,No,1,No,Gr3,8,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"Located off Stormy Point Road, off West Stormy Lake Road. Short turn-around at launch. Rough launch (Sept. 2012).",TOWNSHIP,Town of Conover,715-479-8688,TOWNSHIP,Town of Conover,715-479-8688,46.0589053,-89.32296283,Vilas,TOWN OF CONOVER,41,9,E,1,2/2/2017,
1884200,Street Lake,Street Lake Carry-In,CARRY-IN,Unimproved,Rudolph Lake Lane,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,One lane entrance/exit road leads to the carry-in site. There is a short turnaround.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.09567854,-89.70776192,Vilas,TOWN OF BOULDER JUNCTION,42,6,E,26,2/2/2017,
1632200,Sugar Maple Lake,Sugar Maple Lake - North Access,CARRY-IN,Unimproved,Half and Half Road,No,1,No,Lt3,0,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"This launch site is accessed by a rough, unimproved road (July/2009).",FEDERAL,,,FEDERAL,,,46.10419155,-89.07432028,Vilas,TOWN OF PHELPS,0,0,E,0,2/19/2015,
1632200,Sugar Maple Lake,Sugar Maple Lake - South Access,RAMP,Unimproved,Half and Half Road,No,1,No,Lt3,0,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"This site is accessed by a rough, unimproved access road. The narrow, lake bottom launch is in rough condition (July/2009).",FEDERAL,,,FEDERAL,,,46.10183043,-89.07412983,Vilas,TOWN OF PHELPS,0,0,E,0,2/19/2015,
2310900,Tamarack Lake,Tamarack Lake Access,CARRY-IN,Gravel,County Highway W,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"This carry-in site is a former ramp on the north side of Hwy W. A large culvert, under Hwy W, provides access to Tamarack Lake. Parking is on the north side of Hwy W.",TOWNSHIP,Town of Winchester,715-686-2123,TOWNSHIP,Town of Winchester,715-686-2123,46.23367619,-89.85516013,Vilas,TOWN OF WINCHESTER,43,5,E,3,1/26/2017,
1022900,Towanda Lake,Towanda Lake Access,RAMP,Paved,Towanda Road,No,1,No,Gr3,11,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"No turnaround at the launch. Users would need to back 315', from Nordie Bay Lane, to the launch site. Paved ramp followed by sand launch. Parking along ramp access.",TOWNSHIP,Town of Arbor Vitae,715-356-3120,TOWNSHIP,Town of Arbor Vitae,715-356-3120,45.93834975,-89.71239451,Vilas,TOWN OF ARBOR VITAE,40,6,E,23,3/23/2017,
2331600,Trout Lake,Trout Lake - North Access,RAMP,Gravel,Lakeshore Drive,No,1,No,Lt3,5,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,No power loading. A portable boarding dock is placed during the use season.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.04410572,-89.65032184,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,8,3/23/2017,
2331600,Trout Lake,Bardon Road Carry-in,CARRY-IN,Unimproved,Bardon Road,No,0,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,"Rough, one lane entrance/exit road off of the end of Bardon Road. Four wheel drive vehicle recommended. Unimproved launch area.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.03896888,-89.68739687,Vilas,TOWN OF ARBOR VITAE,41,6,E,12,2/2/2017,
2331600,Trout Lake,Trout Lake - South Access,RAMP,Paved,Ben Bendrick Drive,No,1,No,Lt3,14,10-Jun,10-Jun,Yes,None,No,No,No,No,NONE,No,"Potable water and additional vault toilets are located in the connected, family campground. A State Park and Forest vehicle admission sticker is required.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.0217628,-89.65496548,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,20,3/23/2017,
2331600,Trout Lake,Trout Lake Access 1,RAMP,Paved,Hwy M,No,1,No,Lt3,10,15-Nov,10-Jun,Yes,None,No,No,No,No,NONE,No,Potable water and additional vault toilets in connected family campground. Very shallow landing. Use South Trout for larger boats. The route of travel to the boarding dock is not ADA accessible (May/2013).,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.06316286,-89.64651076,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,5,2/2/2017,
1621800,Upper Buckatabon Lake,Upper Buckatabon Lake Access,RAMP,Paved,Struck Road,Yes,1,No,Gr3,7,10-Jun,10-Jun,Yes,None,No,No,No,No,NONE,No,"There is designated, accessible parking. The boarding dock, and route of travel to it, is ADA accessible (July/2012).",COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,COUNTY,"Forestry, Land & Recreation Dept.",(715) 479-5160,46.00973352,-89.35241287,Vilas,TOWN OF CONOVER,41,9,E,27,3/24/2017,
2330800,Upper Gresham Lake,Upper Gresham Lake Access,RAMP,Concrete Plank,Off of North Creek Road,No,1,No,Gr3,9,10-Jun,5-Jan,Yes,None,No,Yes,No,No,NONE,No,"Vault toilets are located in the connected, family campground. Concrete planks to lake bottom launch. The slope to the boarding dock exceeds the maximum allowable for ADA accessibility purposes.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.07550103,-89.72819427,Vilas,TOWN OF BOULDER JUNCTION,42,6,E,34,1/27/2017,
1608300,Upper Ninemile Lake,Upper Ninemile Lake Landing,CARRY-IN,Unimproved,Off of Butternut Lake Road,No,1,No,Lt3,0,16-20,0,No,None,No,No,No,No,NONE,No,,OTHER,Wisconsin Valley Improvement,,OTHER,Wisconsin Valley Improvement,,45.90798067,-89.05362648,Vilas,TOWN OF WASHINGTON,40,11,E,36,1/4/2016,
2318000,Upper Sugarbush Lake,Upper Sugarbush Lake Access,RAMP,Gravel,Sugarbush Trail,No,1,No,3,5,1,1,No,None,No,No,No,No,NONE,No,"One lane entrance/exit road off of Sugarbush Trail. There is a tight, turnout/parking area prior to the launch. Gravel to sand launch. Water skiing from 10:00 am to 8:00 pm only. Slow no wake through channels.",OTHER,Lac du Flambeau Tribal,715-588-3303,OTHER,Lac du Flambeau Tribal,715-588-3303,46.03121544,-89.87928919,Vilas,TOWN OF LAC DU FLAMBEAU,41,5,E,16,2/3/2017,
2956800,Van Vliet Lake,Van Vliet Lake Public Access,RAMP,Concrete,Crab Lake Road,Yes,1,No,Gr3,11,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,Located off Crab Lake Road. No camping allowed. Designated accessible parking. Route of travel to the accessible boarding dock is accessible and has a handrail.,STATE(DNR),,,STATE(DNR),,,46.18665849,-89.75305779,Vilas,TOWN OF PRESQUE ISLE,0,0,E,0,2/24/2017,
1176400,Vandercook Lake,Vandercook Lake Carry-in Access,CARRY-IN,Gravel,Off Vandercook Road,No,1,No,Lt3,11,5-Jan,0,No,None,No,No,No,No,NONE,No,Boulders prohibit backing vehicles to the water. Gravel to sand launch. Users would need to park on the sides of Vandercook Road.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.98603463,-89.68219494,Vilas,TOWN OF ARBOR VITAE,41,6,E,36,3/23/2017,
1540300,Verna Lake,Verna Lake Access,RAMP,Unimproved,Off of Rux Road,No,1,No,Lt3,6,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,"No camping allowed. One lane entrance/exit road with a turnout, for backing in, just prior to the launch site. Limited parking.",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.95973516,-89.7237411,Vilas,TOWN OF ARBOR VITAE,40,6,E,10,3/23/2017,
2045000,Wabasso Lake,Wabasso Lake Ramp,RAMP,Gravel,Off of Wabasso Lake Lane,No,1,Yes,Lt3,7,10-Jun,10-Jun,No,Vault,No,Yes,No,No,NONE,No,The restroom is accessible. Ordinance 93-6 prohibits outboards. There is a $5.00 launch fee but is free with a Golden Age Access Card or Interagency Senior Access Pass (2009 rates).,FEDERAL,US Forest Service,715-762-2461,FEDERAL,US Forest Service,715-762-2461,45.97355785,-89.99944248,Vilas,TOWN OF LAC DU FLAMBEAU,40,4,E,4,2/6/2017,
1592500,West Plum Lake,West Plum Lake Ramp,RAMP,Gravel,Hwy N,No,1,No,Gr3,7,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,Located just off Hwy N. Electric motors only. Gravel to lake bottom launch. No camping. Parking is adjacent to the pedestrian path.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.98952901,-89.55942724,Vilas,TOWN OF PLUM LAKE,41,7,E,36,5/26/2016,
2340500,White Birch Lake,White Birch Lake Access,CARRY-IN,Unimproved,Hwy K,No,1,No,Lt3,0,5-Jan,0,No,None,No,No,No,No,NONE,No,Very steep (27% to 37%) access from the parking area off of Hwy K. Parking for two vehicles.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.0601718,-89.5269906,Vilas,TOWN OF PLUM LAKE,41,8,E,5,5/30/2017,
2321100,White Sand Lake,White Sand Lake Access,RAMP,Gravel,Off of Hwy H,No,1,No,Gr3,7,5-Jan,5-Jan,No,None,No,No,No,No,NONE,No,Launch is gravel to sand. No dumping. Lac du Flambeau Tribal owned.,OTHER,Lac du Flambeau Tribal,715-588-420134,OTHER,Lac du Flambeau Tribal,715-588-4203,45.98768789,-89.81230342,Vilas,TOWN OF LAC DU FLAMBEAU,41,5,E,36,3/23/2017,
2339100,White Sand Lake,White Sand Lake Access,RAMP,Concrete Plank,Nixon Lake Road,No,1,No,Gr3,7,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"Gravel to concrete planks to large stone launch. The route of travel, and transition, to the boarding dock is not ADA accessible (July/2015).",STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.08398812,-89.58013605,Vilas,TOWN OF BOULDER JUNCTION,42,7,E,26,2/3/2017,
2338100,Whitney Lake,Whitney Lake Access,RAMP,Gravel,Whitney Lake Lane,No,1,No,Gr3,8,5-Jan,5-Jan,Yes,None,No,No,No,No,NONE,No,"Electric motors only. No camping allowed. The slope, and the transition, to the boarding dock is not ADA accessible (September/2012). Gravel to lake bottom launch.",TOWNSHIP,Town of Boulder Junction,715-385-2220,TOWNSHIP,Town of Boulder Junction,715-385-2220,46.12077909,-89.72885256,Vilas,TOWN OF BOULDER JUNCTION,42,6,E,15,2/2/2017,
2329800,Wild Rice Lake,Wild Rice Lake Access,RAMP,Paved,Townline Road,No,1,No,Gr3,9,5-Jan,5-Jan,Yes,None,No,No,No,No,,No,"Located at the end of Townline Road, off Hwy 51. No camping allowed. No turnaround at launch. Users would have to back 420' from Townline Road to the launch. The transition to the boarding dock is not ADA accessible (September/2012).",TOWNSHIP,Town of Manitowish Waters,715-543-8400,TOWNSHIP,Town of Manitowish Waters,715-543-8400,46.0698513,-89.80441876,Vilas,TOWN OF MANITOWISH WATERS,42,6,E,31,1/27/2017,
2336800,Wildcat Lake,Wildcat Lake Access,RAMP,Concrete Plank,Wildcat Landing,No,1,No,Gr3,5,10-Jun,10-Jun,Yes,None,No,No,No,No,NONE,No,No overnight camping or parking. Concrete planks to lake bottom launch. The transition to the boarding dock is not ADA accessible (April/2015).,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,46.16629995,-89.61144556,Vilas,TOWN OF PRESQUE ISLE,43,7,E,34,2/2/2017,
2046300,Wildwood Lake,Wildwood Lake Access,CARRY-IN,Unimproved,Snowmobile Trail,No,1,No,Lt3,0,0,0,No,None,No,No,No,No,NONE,No,Carry-in/cart-in access only.,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,STATE(DNR),NHAL Recreation Team Leader,(715) 385-3355  Ext.119,45.98576988,-89.63056525,Vilas,TOWN OF BOULDER JUNCTION,41,7,E,33,5/26/2017,
982500,Witches Lake,Witches Lake Access,RAMP,Unimproved,Off Witches Lake Road,No,0,No,Lt3,10,1,1,No,None,No,No,No,No,NONE,No,"There are two, one lane entrance/exit roads off of Witches Lake Road. Steep (10%), uneven, soft sand launch. No camping. Limited parking.",STATE(DNR),NHAL Rec. Team Leader,NHAL Rec. Team Leader,STATE(DNR),NHAL Rec. Team Leader,(715) 385-3355  Ext.119,45.97797812,-89.59478963,Vilas,TOWN OF ARBOR VITAE,40,7,E,3,5/26/2016,
1177500,Witches Lake,Witches Lake Access,RAMP,Unimproved,Off Witches Lake Road,No,0,No,Lt3,10,1,1,No,None,No,No,No,No,NONE,No,"There are two, one lane entrance/exit roads off of Witches Lake Road. Steep (10%), uneven, soft sand launch. No camping. Limited parking.",STATE(DNR),NHAL Rec. Team Leader,NHAL Rec. Team Leader,STATE(DNR),NHAL Rec. Team Leader,(715) 385-3355  Ext.119,45.97797812,-89.59478963,Vilas,TOWN OF ARBOR VITAE,40,7,E,3,5/26/2016,
