"","sampleID","date","lakeID","site","time","siteID","projectID","notes","totalNonTrailers","totalInStateNonTrailers","totalBoats","boatsFishing","shoreAnglers","heavyWind","heavyRain","heavyClouds","enteredBy","collectedBy","totalTrailers","totalInStateTrailers"
"375","NH_boatLaunch_20200713_07:54_covidCreel.Instantaneous",20200713,"NH","boatLaunch","07:54:00","NH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"376","NH_boatLaunch_20200717_13:58_covidCreel.Instantaneous",20200717,"NH","boatLaunch","13:58:00","NH_boatLaunch","covidCreel.Instantaneous",NA,3,3,1,0,0,0,0,0,"AT","BS",3,3
"377","NH_boatLaunch_20200727_08:17_covidCreel.Instantaneous",20200727,"NH","boatLaunch","08:17:00","NH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"378","NH_boatLaunch_20200729_16:14_covidCreel.Instantaneous",20200729,"NH","boatLaunch","16:14:00","NH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"379","NH_boatLaunch_20200730_12:09_covidCreel.Instantaneous",20200730,"NH","boatLaunch","12:09:00","NH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"380","NH_boatLaunch_20200731_06:35_covidCreel.Instantaneous",20200731,"NH","boatLaunch","06:35:00","NH_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"381","NH_boatLaunch_20200813_10:04_covidCreel.Instantaneous",20200813,"NH","boatLaunch","10:04:00","NH_boatLaunch","covidCreel.Instantaneous",NA,1,1,1,1,0,0,0,0,"AT","BS",1,1
"382","OB_boatLaunch_20200621_14:17_covidCreel.Instantaneous",20200621,"OB","boatLaunch","14:17:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"383","OB_boatLaunch_20200622_17:30_covidCreel.Instantaneous",20200622,"OB","boatLaunch","17:30:00","OB_boatLaunch","covidCreel.Instantaneous","CTH BE closed, detour CR M",0,0,0,0,0,0,0,0,"AT","BS",0,0
"384","OB_boatLaunch_20200625_17:20_covidCreel.Instantaneous",20200625,"OB","boatLaunch","17:20:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"385","OB_boatLaunch_20200629_16:45_covidCreel.Instantaneous",20200629,"OB","boatLaunch","16:45:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","BS",1,0
"386","OB_boatLaunch_20200630_09:57_covidCreel.Instantaneous",20200630,"OB","boatLaunch","09:57:00","OB_boatLaunch","covidCreel.Instantaneous","clear, sunny",0,0,1,1,0,0,0,0,"AT","KR",2,1
"387","OB_boatLaunch_20200702_11:16_covidCreel.Instantaneous",20200702,"OB","boatLaunch","11:16:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","LZ",2,1
"388","OB_boatLaunch_20200703_13:48_covidCreel.Instantaneous",20200703,"OB","boatLaunch","13:48:00","OB_boatLaunch","covidCreel.Instantaneous",NA,1,0,0,0,0,0,0,0,"AT","ML",1,0
"389","OB_boatLaunch_20200704_11:58_covidCreel.Instantaneous",20200704,"OB","boatLaunch","11:58:00","OB_boatLaunch","covidCreel.Instantaneous","holiday",0,0,0,0,0,0,0,0,"AT","LZ",2,0
"390","OB_boatLaunch_20200706_09:06_covidCreel.Instantaneous",20200706,"OB","boatLaunch","09:06:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"391","OB_boatLaunch_20200706_16:21_covidCreel.Instantaneous",20200706,"OB","boatLaunch","16:21:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,1,0,0,0,0,"AT","BS",1,0
"392","OB_boatLaunch_20200708_12:38_covidCreel.Instantaneous",20200708,"OB","boatLaunch","12:38:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"393","OB_boatLaunch_20200712_10:08_covidCreel.Instantaneous",20200712,"OB","boatLaunch","10:08:00","OB_boatLaunch","covidCreel.Instantaneous","sunny",0,0,1,0,0,0,0,0,"AT","LZ and BZ",0,0
"394","OB_boatLaunch_20200713_09:49_covidCreel.Instantaneous",20200713,"OB","boatLaunch","09:49:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",1,1
"395","OB_boatLaunch_20200727_10:09_covidCreel.Instantaneous",20200727,"OB","boatLaunch","10:09:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","KR",0,0
"396","OB_boatLaunch_20200728_13:23_covidCreel.Instantaneous",20200728,"OB","boatLaunch","13:23:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",1,1
"397","OB_boatLaunch_20200729_17:24_covidCreel.Instantaneous",20200729,"OB","boatLaunch","17:24:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",1,0
"398","OB_boatLaunch_20200731_07:55_covidCreel.Instantaneous",20200731,"OB","boatLaunch","07:55:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",1,1
"399","OB_boatLaunch_20200813_11:45_covidCreel.Instantaneous",20200813,"OB","boatLaunch","11:45:00","OB_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","BS",0,0
"400","PK_boatLaunch_20200607_15:44_covidCreel.Instantaneous",20200607,"PK","boatLaunch","15:44:00","PK_boatLaunch","covidCreel.Instantaneous","could barely see any of the lake",0,0,0,0,0,0,0,0,"AT","BZ, LZ",0,0
"401","PK_boatLaunch_20200609_10:46_covidCreel.Instantaneous",20200609,"PK","boatLaunch","10:46:00","PK_boatLaunch","covidCreel.Instantaneous","partly sunny; could barely see lake",0,0,0,0,0,0,0,0,"AT","BZ, LZ",0,0
"402","PK_boatLaunch_20200619_08:27_covidCreel.Instantaneous",20200619,"PK","boatLaunch","08:27:00","PK_boatLaunch","covidCreel.Instantaneous","raining off and on, and 66 degrees",0,0,0,0,0,0,0,0,"AT","ML",1,1
"403","PK_boatLaunch_20200624_12:39_covidCreel.Instantaneous",20200624,"PK","boatLaunch","12:39:00","PK_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",1,1
"404","PK_boatLaunch_20200626_08:45_covidCreel.Instantaneous",20200626,"PK","boatLaunch","08:45:00","PK_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",1,1
"405","PK_boatLaunch_20200701_12:00_covidCreel.Instantaneous",20200701,"PK","boatLaunch","12:00:00","PK_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","ML",1,1
"406","PK_boatLaunch_20200703_17:52_covidCreel.Instantaneous",20200703,"PK","boatLaunch","17:52:00","PK_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"407","PK_boatLaunch_20200706_12:48_covidCreel.Instantaneous",20200706,"PK","boatLaunch","12:48:00","PK_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","LZ",1,1
"408","PK_boatLaunch_20200708_16:13_covidCreel.Instantaneous",20200708,"PK","boatLaunch","16:13:00","PK_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"409","PK_boatLaunch_20200720_11:16_covidCreel.Instantaneous",20200720,"PK","boatLaunch","11:16:00","PK_boatLaunch","covidCreel.Instantaneous","UW Madison truck and trailer present",0,0,0,0,0,0,0,0,"AT","KR",0,0
"410","PK_boatLaunch_20200722_12:29_covidCreel.Instantaneous",20200722,"PK","boatLaunch","12:29:00","PK_boatLaunch","covidCreel.Instantaneous","cloudy",0,0,0,0,0,0,0,0,"AT","LZ and BZ",2,1
"411","PK_boatLaunch_20200725_12:10_covidCreel.Instantaneous",20200725,"PK","boatLaunch","12:10:00","PK_boatLaunch","covidCreel.Instantaneous","hard to see, sunny",0,0,1,1,0,0,0,0,"AT","LZ and BZ",2,1
"412","PK_boatLaunch_20200728_17:04_covidCreel.Instantaneous",20200728,"PK","boatLaunch","17:04:00","PK_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"413","PK_boatLaunch_20200730_07:00_covidCreel.Instantaneous",20200730,"PK","boatLaunch","07:00:00","PK_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"414","PK_boatLaunch_20200731_11:38_covidCreel.Instantaneous",20200731,"PK","boatLaunch","11:38:00","PK_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,0,0,0,0,"AT","LZ",1,1
"415","PK_boatLaunch_20200803_11:39_covidCreel.Instantaneous",20200803,"PK","boatLaunch","11:39:00","PK_boatLaunch","covidCreel.Instantaneous","cloudy and breezy",0,0,0,0,0,0,0,0,"AT","KR",0,0
"416","PK_boatLaunch_20200810_13:24_covidCreel.Instantaneous",20200810,"PK","boatLaunch","13:24:00","PK_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"417","PK_boatLaunch_20200811_10:42_covidCreel.Instantaneous",20200811,"PK","boatLaunch","10:42:00","PK_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",2,2
"418","PN_boatLaunch_20200607_14:25_covidCreel.Instantaneous",20200607,"PN","boatLaunch","14:25:00","PN_boatLaunch","covidCreel.Instantaneous","could not tell if one boat was fishing or not",0,0,3,2,0,0,0,0,"AT","BZ, LZ",3,3
"419","PN_boatLaunch_20200611_12:06_covidCreel.Instantaneous",20200611,"PN","boatLaunch","12:06:00","PN_boatLaunch","covidCreel.Instantaneous","sunny",0,0,4,3,0,0,0,0,"AT","BZ, LZ",4,4
"420","PN_boatLaunch_20200624_10:32_covidCreel.Instantaneous",20200624,"PN","boatLaunch","10:32:00","PN_boatLaunch","covidCreel.Instantaneous",NA,1,1,1,1,0,0,0,0,"AT","LZ",1,1
"421","PN_boatLaunch_20200626_07:38_covidCreel.Instantaneous",20200626,"PN","boatLaunch","07:38:00","PN_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","LZ",0,0
"422","PN_boatLaunch_20200630_14:53_covidCreel.Instantaneous",20200630,"PN","boatLaunch","14:53:00","PN_boatLaunch","covidCreel.Instantaneous","party cloudy, breezy",0,0,1,0,0,0,0,0,"AT","KR",1,1
"423","PN_boatLaunch_20200701_10:25_covidCreel.Instantaneous",20200701,"PN","boatLaunch","10:25:00","PN_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","ML",2,1
"424","PN_boatLaunch_20200703_16:07_covidCreel.Instantaneous",20200703,"PN","boatLaunch","16:07:00","PN_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,1,0,0,0,0,"AT","ML",5,2
"425","PN_boatLaunch_20200706_11:35_covidCreel.Instantaneous",20200706,"PN","boatLaunch","11:35:00","PN_boatLaunch","covidCreel.Instantaneous",NA,1,1,2,0,0,0,0,0,"AT","LZ",0,0
"426","PN_boatLaunch_20200708_14:58_covidCreel.Instantaneous",20200708,"PN","boatLaunch","14:58:00","PN_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"427","PN_boatLaunch_20200720_09:27_covidCreel.Instantaneous",20200720,"PN","boatLaunch","09:27:00","PN_boatLaunch","covidCreel.Instantaneous","clear skies, chilly",0,0,1,1,0,0,0,0,"AT","KR",1,0
"428","PN_boatLaunch_20200722_11:13_covidCreel.Instantaneous",20200722,"PN","boatLaunch","11:13:00","PN_boatLaunch","covidCreel.Instantaneous","cloudy",0,0,0,0,0,0,0,0,"AT","LZ and BZ",0,0
"429","PN_boatLaunch_20200725_10:51_covidCreel.Instantaneous",20200725,"PN","boatLaunch","10:51:00","PN_boatLaunch","covidCreel.Instantaneous","party sunny",1,1,2,0,0,0,0,0,"AT","LZ and BZ",0,0
"430","PN_boatLaunch_20200727_13:02_covidCreel.Instantaneous",20200727,"PN","boatLaunch","13:02:00","PN_boatLaunch","covidCreel.Instantaneous","windy; storm clouds",0,0,0,0,0,1,0,1,"AT","KR",0,0
"431","PN_boatLaunch_20200728_15:50_covidCreel.Instantaneous",20200728,"PN","boatLaunch","15:50:00","PN_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"432","PN_boatLaunch_20200731_10:22_covidCreel.Instantaneous",20200731,"PN","boatLaunch","10:22:00","PN_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",1,1
"433","PN_boatLaunch_20200803_10:13_covidCreel.Instantaneous",20200803,"PN","boatLaunch","10:13:00","PN_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","KR",3,2
"434","PN_boatLaunch_20200810_12:02_covidCreel.Instantaneous",20200810,"PN","boatLaunch","12:02:00","PN_boatLaunch","covidCreel.Instantaneous","Raining",0,0,0,0,0,0,0,0,"AT","BS",0,0
"435","PN_boatLaunch_20200811_09:15_covidCreel.Instantaneous",20200811,"PN","boatLaunch","09:15:00","PN_boatLaunch","covidCreel.Instantaneous",NA,0,0,3,3,0,0,0,0,"AT","KR",2,2
"436","PT_boatLaunch_20200621_08:30_covidCreel.Instantaneous",20200621,"PT","boatLaunch","08:30:00","PT_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"437","PT_boatLaunch_20200625_14:07_covidCreel.Instantaneous",20200625,"PT","boatLaunch","14:07:00","PT_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","LZ",1,1
"438","PT_boatLaunch_20200626_12:48_covidCreel.Instantaneous",20200626,"PT","boatLaunch","12:48:00","PT_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,1,0,0,0,"AT","LZ",0,0
"439","PT_boatLaunch_20200629_12:47_covidCreel.Instantaneous",20200629,"PT","boatLaunch","12:47:00","PT_boatLaunch","covidCreel.Instantaneous","light rain",2,2,0,0,0,0,0,0,"AT","BS",2,2
"440","PT_boatLaunch_20200702_08:16_covidCreel.Instantaneous",20200702,"PT","boatLaunch","08:16:00","PT_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"441","PT_boatLaunch_20200704_08:42_covidCreel.Instantaneous",20200704,"PT","boatLaunch","08:42:00","PT_boatLaunch","covidCreel.Instantaneous","holiday",0,0,2,2,0,0,0,0,"AT","LZ",2,2
"442","PT_boatLaunch_20200706_12:40_covidCreel.Instantaneous",20200706,"PT","boatLaunch","12:40:00","PT_boatLaunch","covidCreel.Instantaneous","Thunder, approaching storm",0,0,0,0,0,0,0,1,"AT","BS",0,0
"443","PT_boatLaunch_20200717_12:17_covidCreel.Instantaneous",20200717,"PT","boatLaunch","12:17:00","PT_boatLaunch","covidCreel.Instantaneous",NA,1,1,5,5,0,0,0,0,"AT","BS",4,4
"444","PT_boatLaunch_20200729_14:43_covidCreel.Instantaneous",20200729,"PT","boatLaunch","14:43:00","PT_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"445","PT_boatLaunch_20200730_11:05_covidCreel.Instantaneous",20200730,"PT","boatLaunch","11:05:00","PT_boatLaunch","covidCreel.Instantaneous","Bad River Band license plate for out of state non-trailered vehicle",3,2,0,0,0,0,0,0,"AT","ML",1,1
"446","PT_boatLaunch_20200813_08:34_covidCreel.Instantaneous",20200813,"PT","boatLaunch","08:34:00","PT_boatLaunch","covidCreel.Instantaneous","Raining",0,0,0,0,0,0,0,0,"AT","BS",0,0
"447","SA_boatLaunch_20200611_10:29_covidCreel.Instantaneous",20200611,"SA","boatLaunch","10:29:00","SA_boatLaunch","covidCreel.Instantaneous","very windy overcast",0,0,0,0,0,1,0,0,"AT","BZ, LZ",0,0
"448","SA_boatLaunch_20200624_08:55_covidCreel.Instantaneous",20200624,"SA","boatLaunch","08:55:00","SA_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","LZ",1,1
"449","SA_boatLaunch_20200629_18:55_covidCreel.Instantaneous",20200629,"SA","boatLaunch","18:55:00","SA_boatLaunch","covidCreel.Instantaneous",NA,1,0,1,1,0,0,0,0,"AT","BS",1,1
"450","SA_boatLaunch_20200630_13:05_covidCreel.Instantaneous",20200630,"SA","boatLaunch","13:05:00","SA_boatLaunch","covidCreel.Instantaneous","clear, sunny",1,0,0,0,0,0,0,0,"AT","KR",1,0
"451","SA_boatLaunch_20200701_08:59_covidCreel.Instantaneous",20200701,"SA","boatLaunch","08:59:00","SA_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"452","SA_boatLaunch_20200702_12:28_covidCreel.Instantaneous",20200702,"SA","boatLaunch","12:28:00","SA_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"453","SA_boatLaunch_20200703_15:02_covidCreel.Instantaneous",20200703,"SA","boatLaunch","15:02:00","SA_boatLaunch","covidCreel.Instantaneous",NA,1,0,1,0,0,0,0,0,"AT","ML",4,4
"454","SA_boatLaunch_20200706_10:18_covidCreel.Instantaneous",20200706,"SA","boatLaunch","10:18:00","SA_boatLaunch","covidCreel.Instantaneous",NA,3,3,2,2,0,0,0,0,"AT","LZ",1,1
"455","SA_boatLaunch_20200708_13:46_covidCreel.Instantaneous",20200708,"SA","boatLaunch","13:46:00","SA_boatLaunch","covidCreel.Instantaneous",NA,2,2,1,0,0,0,0,0,"AT","LZ",0,0
"456","SA_boatLaunch_20200712_12:43_covidCreel.Instantaneous",20200712,"SA","boatLaunch","12:43:00","SA_boatLaunch","covidCreel.Instantaneous","sunny",0,0,2,1,0,0,0,0,"AT","LZ and BZ",0,0
"457","SA_boatLaunch_20200713_12:50_covidCreel.Instantaneous",20200713,"SA","boatLaunch","12:50:00","SA_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",2,2
"458","SA_boatLaunch_20200727_11:39_covidCreel.Instantaneous",20200727,"SA","boatLaunch","11:39:00","SA_boatLaunch","covidCreel.Instantaneous",NA,1,1,1,0,0,0,0,0,"AT","KR",0,0
"459","SA_boatLaunch_20200728_14:34_covidCreel.Instantaneous",20200728,"SA","boatLaunch","14:34:00","SA_boatLaunch","covidCreel.Instantaneous",NA,1,1,0,0,0,0,0,0,"AT","ML",0,0
"460","SA_boatLaunch_20200731_09:11_covidCreel.Instantaneous",20200731,"SA","boatLaunch","09:11:00","SA_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"461","SA_boatLaunch_20200803_08:48_covidCreel.Instantaneous",20200803,"SA","boatLaunch","08:48:00","SA_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,1,0,0,0,0,"AT","KR",1,1
"462","SA_boatLaunch_20200810_10:22_covidCreel.Instantaneous",20200810,"SA","boatLaunch","10:22:00","SA_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"463","SE_boatLaunch_20200621_10:20_covidCreel.Instantaneous",20200621,"SE","boatLaunch","10:20:00","SE_boatLaunch","covidCreel.Instantaneous","sunny, 67 degrees",0,0,0,0,0,0,0,0,"AT","ML",1,1
"464","SE_boatLaunch_20200622_14:30_covidCreel.Instantaneous",20200622,"SE","boatLaunch","14:30:00","SE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"465","SE_boatLaunch_20200625_15:29_covidCreel.Instantaneous",20200625,"SE","boatLaunch","15:29:00","SE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"466","SE_boatLaunch_20200629_14:40_covidCreel.Instantaneous",20200629,"SE","boatLaunch","14:40:00","SE_boatLaunch","covidCreel.Instantaneous","windy",0,0,0,0,0,0,0,0,"AT","BS",0,0
"467","SE_boatLaunch_20200702_09:33_covidCreel.Instantaneous",20200702,"SE","boatLaunch","09:33:00","SE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"468","SE_boatLaunch_20200704_10:16_covidCreel.Instantaneous",20200704,"SE","boatLaunch","10:16:00","SE_boatLaunch","covidCreel.Instantaneous","holiday",0,0,0,0,0,0,0,0,"AT","LZ",0,0
"469","SE_boatLaunch_20200706_14:30_covidCreel.Instantaneous",20200706,"SE","boatLaunch","14:30:00","SE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","BS",0,0
"470","SE_boatLaunch_20200713_07:43_covidCreel.Instantaneous",20200713,"SE","boatLaunch","07:43:00","SE_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","KR",1,1
"471","SE_boatLaunch_20200717_13:48_covidCreel.Instantaneous",20200717,"SE","boatLaunch","13:48:00","SE_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","BS",0,0
"472","SE_boatLaunch_20200727_08:00_covidCreel.Instantaneous",20200727,"SE","boatLaunch","08:00:00","SE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"473","SE_boatLaunch_20200729_16:09_covidCreel.Instantaneous",20200729,"SE","boatLaunch","16:09:00","SE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"474","SE_boatLaunch_20200730_12:02_covidCreel.Instantaneous",20200730,"SE","boatLaunch","12:02:00","SE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","ML",0,0
"475","SE_boatLaunch_20200731_06:28_covidCreel.Instantaneous",20200731,"SE","boatLaunch","06:28:00","SE_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"476","SE_boatLaunch_20200813_09:57_covidCreel.Instantaneous",20200813,"SE","boatLaunch","09:57:00","SE_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","BS",1,1
"477","SM_boatLaunch_20200607_14:45_covidCreel.Instantaneous",20200607,"SM","boatLaunch","14:45:00","SM_boatLaunch","covidCreel.Instantaneous","sunny",0,0,2,2,0,0,0,0,"AT","BZ, LZ",2,2
"478","SM_boatLaunch_20200609_09:53_covidCreel.Instantaneous",20200609,"SM","boatLaunch","09:53:00","SM_boatLaunch","covidCreel.Instantaneous","sunny",0,0,3,1,0,0,0,0,"AT","BZ, LZ",2,2
"479","SM_boatLaunch_20200611_12:31_covidCreel.Instantaneous",20200611,"SM","boatLaunch","12:31:00","SM_boatLaunch","covidCreel.Instantaneous","sunny",0,0,0,0,0,0,0,0,"AT","BZ, LZ",0,0
"480","SM_boatLaunch_20200624_10:52_covidCreel.Instantaneous",20200624,"SM","boatLaunch","10:52:00","SM_boatLaunch","covidCreel.Instantaneous","light rain",0,0,1,1,0,0,0,0,"AT","LZ",2,0
"481","SM_boatLaunch_20200626_07:55_covidCreel.Instantaneous",20200626,"SM","boatLaunch","07:55:00","SM_boatLaunch","covidCreel.Instantaneous",NA,0,0,3,3,0,0,0,0,"AT","LZ",3,3
"482","SM_boatLaunch_20200630_15:16_covidCreel.Instantaneous",20200630,"SM","boatLaunch","15:16:00","SM_boatLaunch","covidCreel.Instantaneous","party cloudy, breezy",1,1,1,0,0,0,0,0,"AT","KR",0,0
"483","SM_boatLaunch_20200701_10:45_covidCreel.Instantaneous",20200701,"SM","boatLaunch","10:45:00","SM_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","ML",1,1
"484","SM_boatLaunch_20200703_16:59_covidCreel.Instantaneous",20200703,"SM","boatLaunch","16:59:00","SM_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","ML",0,0
"485","SM_boatLaunch_20200706_11:54_covidCreel.Instantaneous",20200706,"SM","boatLaunch","11:54:00","SM_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","LZ",0,0
"486","SM_boatLaunch_20200708_15:15_covidCreel.Instantaneous",20200708,"SM","boatLaunch","15:15:00","SM_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,0,0,0,0,0,"AT","LZ",0,0
"487","SM_boatLaunch_20200720_10:03_covidCreel.Instantaneous",20200720,"SM","boatLaunch","10:03:00","SM_boatLaunch","covidCreel.Instantaneous","cloudy, breezy",0,0,0,0,0,0,0,0,"AT","KR",0,0
"488","SM_boatLaunch_20200722_11:31_covidCreel.Instantaneous",20200722,"SM","boatLaunch","11:31:00","SM_boatLaunch","covidCreel.Instantaneous","cloudy",0,0,0,0,0,0,0,0,"AT","LZ and BZ",0,0
"489","SM_boatLaunch_20200725_11:03_covidCreel.Instantaneous",20200725,"SM","boatLaunch","11:03:00","SM_boatLaunch","covidCreel.Instantaneous","party sunny",0,0,1,0,0,0,0,0,"AT","LZ and BZ",4,4
"490","SM_boatLaunch_20200727_13:23_covidCreel.Instantaneous",20200727,"SM","boatLaunch","13:23:00","SM_boatLaunch","covidCreel.Instantaneous","windy; storm clouds",0,0,1,1,0,1,0,1,"AT","KR",0,0
"491","SM_boatLaunch_20200728_16:09_covidCreel.Instantaneous",20200728,"SM","boatLaunch","16:09:00","SM_boatLaunch","covidCreel.Instantaneous",NA,1,0,3,0,0,0,0,0,"AT","ML",2,2
"492","SM_boatLaunch_20200731_10:47_covidCreel.Instantaneous",20200731,"SM","boatLaunch","10:47:00","SM_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","LZ",0,0
"493","SM_boatLaunch_20200803_10:35_covidCreel.Instantaneous",20200803,"SM","boatLaunch","10:35:00","SM_boatLaunch","covidCreel.Instantaneous",NA,0,0,1,1,0,0,0,0,"AT","KR",1,0
"494","SM_boatLaunch_20200810_12:23_covidCreel.Instantaneous",20200810,"SM","boatLaunch","12:23:00","SM_boatLaunch","covidCreel.Instantaneous",NA,0,0,2,1,0,0,0,0,"AT","BS",3,3
"495","SM_boatLaunch_20200811_09:39_covidCreel.Instantaneous",20200811,"SM","boatLaunch","09:39:00","SM_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","KR",0,0
"496","SV_boatLaunch_20200607_13:20_covidCreel.Instantaneous",20200607,"SV","boatLaunch","13:20:00","SV_boatLaunch","covidCreel.Instantaneous","overcast 56 degrees",0,0,0,0,0,0,0,0,"AT","BZ, LZ",0,0
"497","SV_boatLaunch_20200611_11:15_covidCreel.Instantaneous",20200611,"SV","boatLaunch","11:15:00","SV_boatLaunch","covidCreel.Instantaneous","very windy overcast",0,0,0,0,0,1,0,0,"AT","BZ, LZ",0,0
"498","SV_boatLaunch_20200624_09:46_covidCreel.Instantaneous",20200624,"SV","boatLaunch","09:46:00","SV_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
"499","SV_boatLaunch_20200626_07:01_covidCreel.Instantaneous",20200626,"SV","boatLaunch","07:01:00","SV_boatLaunch","covidCreel.Instantaneous",NA,0,0,0,0,0,0,0,0,"AT","LZ",0,0
